Date,Max Temperature,Min Temperature,Rain,Wind Speed,Humidity,Pressure,PM2.5,PM10,CO,NO2,SO2,O3,AQI
2023-04-01,28.9,23.3,0.0,27.7,74,1008.5,19.4,37.97,168.04,3.46,5.15,96.33,74.92
2023-04-02,28.3,23.0,0.0,29.6,77,1008.1,20.47,41.01,299.62,8.67,11.5,96.38,69.42
2023-04-03,28.9,24.1,0.3,26.5,78,1006.8,21.07,47.6,321.58,11.57,13.18,83.58,71.67
2023-04-04,27.7,22.6,0.0,22.3,74,1008.9,16.79,33.57,373.96,14.03,13.06,111.83,84.58
2023-04-05,29.7,21.6,0.0,23.0,69,1009.2,16.56,29.88,435.62,17.43,15.02,116.42,80.5
2023-04-06,29.2,22.1,0.0,26.4,76,1010.3,20.23,38.73,499.83,22.71,18.03,103.88,76.71
2023-04-07,29.8,21.4,0.0,24.0,78,1012.0,27.57,48.12,710.58,29.77,25.54,111.79,98.88
2023-04-08,30.8,21.9,0.0,28.3,76,1012.8,38.34,64.03,740.5,27.01,25.27,126.38,129.75
2023-04-09,29.7,22.3,0.0,29.5,78,1012.8,22.88,44.14,532.62,22.46,21.76,83.79,94.04
2023-04-10,28.3,22.2,0.0,20.0,82,1011.1,27.86,51.8,730.92,33.32,36.89,74.04,82.58
2023-04-11,29.1,21.5,0.0,21.8,82,1011.2,24.62,46.43,684.42,31.19,28.7,75.29,85.04
2023-04-12,32.0,23.4,0.0,27.7,76,1011.2,39.9,69.96,696.96,25.8,25.35,115.54,124.62
2023-04-13,33.2,24.6,0.0,27.1,70,1010.7,26.88,50.9,590.42,24.27,22.83,79.04,101.46
2023-04-14,30.6,24.5,0.0,25.1,82,1009.2,20.74,40.61,508.92,21.55,20.98,66.12,77.42
2023-04-15,30.3,23.9,0.0,25.0,82,1007.7,29.5,63.84,666.38,29.41,30.74,73.71,80.67
2023-04-16,30.5,24.6,0.0,27.7,81,1006.6,23.55,50.79,531.96,22.25,22.71,86.71,85.21
2023-04-17,30.3,24.4,0.0,23.7,77,1007.6,21.25,47.79,471.25,19.65,19.13,99.46,82.88
2023-04-18,34.4,24.4,0.0,36.7,67,1010.1,28.63,54.29,534.75,23.11,19.75,79.46,79.58
2023-04-19,32.0,24.8,0.0,27.9,63,1008.1,32.67,62.7,576.12,23.9,21.32,91.5,93.5
2023-04-20,33.8,24.8,0.0,26.5,71,1004.9,26.87,53.53,459.83,18.01,16.32,106.62,100.46
2023-04-21,31.4,24.8,0.0,29.8,77,1004.4,20.1,40.6,388.67,15.32,14.2,72.62,77.88
2023-04-22,31.3,25.0,0.0,28.5,76,1005.4,23.84,48.87,445.96,17.65,18.09,90.58,81.88
2023-04-23,33.0,24.9,0.0,28.2,74,1005.8,23.25,44.31,563.46,23.9,22.69,78.21,81.25
2023-04-24,32.5,24.4,0.0,22.6,78,1007.6,28.4,52.64,640.5,29.17,25.19,60.04,82.71
2023-04-25,33.6,25.1,0.0,36.0,70,1008.1,28.68,51.92,545.88,22.3,20.3,67.33,87.5
2023-04-26,31.0,26.2,0.0,28.9,55,1006.6,24.24,47.4,419.0,16.28,15.55,81.79,83.67
2023-04-27,30.0,25.3,0.3,23.7,72,1006.6,15.56,30.65,305.38,10.68,10.55,66.38,70.42
2023-04-28,28.7,23.5,3.4,19.5,76,1007.5,15.58,31.19,323.88,12.05,12.16,70.58,63.08
2023-04-29,28.4,22.7,0.8,19.0,76,1006.9,15.78,29.65,384.04,13.68,18.1,88.33,71.71
2023-04-30,29.0,22.7,0.2,19.0,69,1005.5,17.39,34.0,391.12,15.35,19.45,88.0,72.29
2023-05-01,30.7,24.3,0.9,22.8,71,1004.6,20.22,35.1,398.67,15.36,16.6,91.33,75.75
2023-05-02,31.0,24.9,0.1,27.2,74,1005.8,19.2,35.0,430.0,16.7,17.82,79.08,72.12
2023-05-03,30.5,25.3,0.0,22.3,78,1007.8,15.19,29.19,421.0,17.11,17.78,71.08,64.54
2023-05-04,31.0,24.5,0.0,25.7,80,1007.3,20.16,41.76,481.21,20.82,23.38,68.79,66.42
2023-05-05,31.7,25.0,0.0,25.4,80,1006.8,20.06,45.5,442.25,18.55,19.55,71.92,71.04
2023-05-06,33.6,25.3,0.0,26.8,76,1006.7,20.54,40.87,422.08,17.93,17.91,73.96,71.42
2023-05-07,32.2,25.9,0.0,28.3,80,1006.1,21.03,48.39,352.25,14.17,15.06,65.67,73.04
2023-05-08,33.0,25.9,0.0,29.1,79,1005.1,21.6,43.32,439.21,19.0,19.35,70.46,72.38
2023-05-09,32.0,24.6,0.0,26.6,79,1006.3,29.7,56.97,609.83,27.0,29.17,67.5,83.21
2023-05-10,34.6,25.4,0.0,26.0,71,1006.9,27.4,48.54,647.42,28.56,26.82,84.21,94.62
2023-05-11,35.5,26.5,0.0,31.1,68,1006.6,25.61,47.93,488.0,19.65,20.34,87.25,90.46
2023-05-12,34.5,27.1,0.0,34.5,66,1005.8,18.22,30.1,445.88,17.6,20.84,68.58,74.58
2023-05-13,34.3,27.1,0.0,37.1,71,1005.1,17.95,30.74,514.62,21.42,24.04,60.83,67.12
2023-05-14,32.6,27.3,0.0,29.6,80,1003.8,15.04,29.28,300.5,10.1,14.39,59.88,65.21
2023-05-15,32.3,27.5,0.1,32.8,80,1003.0,16.36,34.65,263.29,10.02,13.17,57.33,61.71
2023-05-16,32.1,28.1,0.0,35.1,81,1005.3,17.65,33.53,243.58,9.3,10.84,50.5,64.62
2023-05-17,31.8,27.9,0.6,32.9,77,1006.3,16.79,34.5,205.88,7.46,8.75,53.33,67.33
2023-05-18,32.0,27.9,0.0,29.0,80,1008.6,15.33,35.63,270.08,11.06,11.48,55.67,62.54
2023-05-19,32.4,27.6,0.0,26.5,81,1008.2,16.88,42.34,308.67,12.75,13.62,53.29,62.83
2023-05-20,31.8,26.9,0.0,30.9,78,1006.8,15.13,35.62,237.71,8.9,9.83,51.38,63.42
2023-05-21,32.2,27.8,0.0,32.4,76,1006.7,16.57,38.05,223.12,7.78,8.9,52.17,62.88
2023-05-22,32.2,28.2,0.0,34.3,80,1006.7,15.92,37.29,234.79,8.51,9.51,54.21,64.29
2023-05-23,32.2,28.0,0.4,33.6,83,1006.4,15.8,32.28,294.33,12.47,12.96,47.79,61.71
2023-05-24,32.4,28.1,0.0,35.5,82,1005.1,17.85,34.27,308.5,12.05,13.41,53.46,65.38
2023-05-25,32.9,28.7,0.0,44.6,80,1003.6,18.31,34.96,271.0,9.26,11.02,50.38,66.54
2023-05-26,33.0,28.3,0.0,45.1,81,1003.5,17.5,33.67,256.96,9.26,10.45,45.83,67.96
2023-05-27,33.0,28.5,0.0,38.6,79,1003.4,17.75,33.87,283.42,11.06,12.52,45.67,65.38
2023-05-28,32.6,27.9,0.0,30.9,80,1003.8,14.5,28.46,290.67,11.35,13.37,44.58,64.67
2023-05-29,32.2,27.9,0.0,31.7,83,1005.6,13.26,25.95,294.83,11.76,14.52,42.42,59.75
2023-05-30,32.4,28.1,0.2,28.0,76,1007.1,13.36,27.42,252.29,10.04,11.27,43.75,57.17
2023-05-31,31.5,27.7,1.1,34.1,74,1006.7,13.04,23.07,216.42,8.36,9.65,41.54,58.12
2023-06-01,32.0,28.3,1.4,33.7,77,1004.4,14.41,27.1,205.75,7.23,8.04,45.25,57.62
2023-06-02,32.4,28.5,0.1,29.7,81,1004.6,15.9,31.62,278.04,10.7,12.04,54.79,63.62
2023-06-03,32.9,28.0,0.0,32.7,82,1003.9,15.45,33.28,303.96,12.43,13.65,58.04,61.38
2023-06-04,33.2,28.1,0.0,30.3,81,1004.2,19.8,47.32,334.67,13.38,15.12,67.75,65.83
2023-06-05,32.6,28.0,0.0,31.1,81,1003.9,16.89,39.5,295.25,12.37,13.53,58.04,68.42
2023-06-06,33.2,28.3,0.0,31.4,81,1002.0,17.97,37.25,347.54,15.36,16.0,61.42,64.96
2023-06-07,33.2,28.8,0.0,26.5,81,1001.2,20.18,42.48,361.08,15.8,18.12,60.04,69.25
2023-06-08,32.6,28.7,0.0,27.4,78,1003.0,16.05,34.91,245.08,9.15,11.54,58.12,67.79
2023-06-09,32.3,28.7,0.8,30.3,76,1001.5,18.62,42.1,219.25,7.99,9.29,52.42,64.21
2023-06-10,32.0,28.3,0.2,23.4,76,999.8,16.7,37.32,243.0,9.58,11.33,54.75,69.42
2023-06-11,32.7,27.4,0.0,19.4,76,999.0,21.86,35.12,515.62,25.17,26.07,61.71,65.04
2023-06-12,36.7,28.3,0.0,30.9,65,997.0,61.2,93.07,790.38,27.42,34.46,147.42,150.67
2023-06-13,35.4,29.7,5.4,44.0,64,996.2,14.31,33.2,216.88,12.07,18.54,61.29,119.29
2023-06-14,35.0,28.6,0.5,40.1,64,996.0,19.71,46.72,177.67,8.83,14.19,63.75,65.29
2023-06-15,34.6,28.0,0.3,45.5,68,993.8,17.62,38.27,171.5,8.42,11.99,55.46,71.12
2023-06-16,34.7,28.6,1.3,34.9,71,995.6,21.17,40.48,296.88,14.56,13.48,66.29,63.67
2023-06-17,32.4,29.1,0.0,32.1,81,999.4,24.99,63.03,254.58,10.3,11.65,61.04,79.38
2023-06-18,32.4,29.0,0.0,30.1,74,1001.3,27.98,71.51,220.08,8.03,8.6,59.88,83.54
2023-06-19,32.1,28.3,0.0,29.9,75,1000.9,26.42,71.18,206.92,7.12,8.14,62.42,85.62
2023-06-20,32.8,28.9,0.0,31.4,69,1000.0,24.23,67.48,205.38,7.1,8.21,66.25,79.96
2023-06-21,32.7,29.3,1.0,30.3,74,1000.2,23.32,65.55,224.83,8.42,9.5,61.21,78.42
2023-06-22,32.2,28.8,2.2,29.5,77,1000.8,20.68,54.5,224.12,8.54,9.97,57.62,74.33
2023-06-23,32.5,28.5,0.4,29.0,76,1000.5,21.21,56.82,210.71,7.98,9.47,55.79,72.62
2023-06-24,32.0,28.6,1.0,27.3,78,999.2,20.89,51.25,221.25,8.56,10.11,53.38,72.75
2023-06-25,32.1,28.7,0.5,27.2,79,998.5,19.94,47.66,252.29,9.5,11.63,58.54,70.67
2023-06-26,32.9,28.5,0.8,28.3,77,999.2,21.71,50.48,267.79,9.43,13.42,63.04,72.58
2023-06-27,32.8,28.9,0.8,22.2,76,999.8,24.12,63.81,246.25,8.89,11.78,64.12,75.58
2023-06-28,33.3,28.9,0.0,25.7,76,1000.8,21.14,58.11,159.92,6.67,4.37,54.88,77.54
2023-06-29,34.1,28.7,0.3,29.4,73,1000.5,15.1,38.89,148.62,6.19,3.79,51.67,67.58
2023-06-30,33.0,29.1,1.0,34.7,73,999.2,17.71,45.69,147.83,5.84,3.5,49.96,61.92
2023-07-01,33.7,28.9,1.1,28.0,74,999.4,24.8,72.81,150.88,6.49,4.02,50.5,73.38
2023-07-02,32.9,28.9,0.4,22.0,76,1000.6,25.6,94.5,165.25,7.88,5.29,58.46,81.67
2023-07-03,33.5,28.7,0.4,24.6,78,1000.1,25.02,114.38,156.0,8.15,5.54,55.88,79.92
2023-07-04,33.2,28.5,0.1,28.0,74,998.1,25.9,107.65,156.25,6.64,4.91,57.21,82.42
2023-07-05,33.1,29.1,0.6,25.6,72,995.7,27.4,101.91,147.71,5.98,4.32,64.54,83.42
2023-07-06,33.6,28.9,0.1,21.3,74,997.8,34.54,142.74,181.0,8.85,6.31,68.92,88.62
2023-07-07,35.5,29.1,0.0,25.1,73,999.0,31.64,137.54,190.83,10.2,6.24,62.42,96.58
2023-07-08,34.9,29.4,4.0,22.4,73,999.4,38.95,201.79,193.75,11.01,5.72,61.92,103.12
2023-07-09,33.9,28.8,0.1,26.1,74,1000.2,36.58,209.98,175.88,9.32,5.5,63.33,127.25
2023-07-10,33.7,28.7,0.0,27.9,67,1001.2,29.27,142.6,144.12,6.7,4.48,58.21,117.88
2023-07-11,34.1,29.5,0.0,26.9,64,1002.1,29.65,113.33,148.62,6.39,4.19,58.88,88.04
2023-07-12,33.5,29.1,0.0,29.4,65,1000.9,28.07,116.83,140.04,5.89,3.87,56.62,88.08
2023-07-13,33.5,29.2,0.1,29.8,67,1000.1,25.87,121.06,134.25,5.79,3.85,57.25,83.88
2023-07-14,34.0,29.0,0.2,29.8,67,1001.2,28.77,109.41,131.08,5.59,3.91,54.75,84.54
2023-07-15,33.4,28.5,0.0,34.3,69,1001.3,27.76,89.38,127.29,5.61,3.64,51.46,85.46
2023-07-16,32.9,29.0,0.0,29.7,68,1000.5,34.52,108.43,141.0,6.08,3.72,54.21,92.54
2023-07-17,33.5,29.0,0.2,26.9,71,999.9,29.43,97.99,152.0,6.83,4.39,56.0,94.25
2023-07-18,33.1,28.5,0.6,30.7,74,999.1,24.34,79.39,149.33,6.77,4.41,53.96,84.71
2023-07-19,32.5,28.1,0.1,29.6,74,997.4,22.33,75.69,142.83,7.27,4.57,54.08,75.0
2023-07-20,33.4,28.5,0.0,27.8,72,998.1,28.18,110.35,182.5,10.6,6.9,55.42,80.83
2023-07-21,32.7,28.5,4.7,26.4,76,999.8,21.0,77.79,178.21,9.55,6.15,52.17,80.42
2023-07-22,33.4,28.7,0.2,20.2,77,1001.0,22.87,85.2,187.0,10.07,6.09,59.38,72.88
2023-07-23,35.7,27.4,27.5,24.4,82,999.7,18.95,41.11,279.42,14.6,9.05,75.92,73.54
2023-07-24,29.9,26.8,16.4,23.9,89,997.9,15.12,24.0,309.5,15.89,10.12,81.54,66.04
2023-07-25,30.3,26.7,7.0,17.1,85,1000.0,24.07,57.37,287.33,21.41,9.09,51.88,66.54
2023-07-26,30.6,27.3,0.6,21.0,83,1002.0,22.51,49.21,261.42,17.43,9.59,61.96,78.83
2023-07-27,30.8,27.3,0.9,29.3,83,1002.6,20.12,53.09,184.5,10.59,4.56,51.75,75.08
2023-07-28,30.6,27.5,0.2,33.4,82,1001.4,19.7,55.93,163.83,8.15,3.79,46.5,69.67
2023-07-29,30.5,27.3,0.9,34.3,81,1000.3,20.41,75.27,148.96,8.63,3.71,42.33,69.0
2023-07-30,30.6,27.3,0.8,30.9,83,1000.0,23.1,85.98,163.79,9.8,4.06,41.5,75.33
2023-07-31,30.7,27.3,1.3,31.9,85,999.7,21.4,77.63,163.88,9.49,4.15,39.71,74.42
2023-08-01,30.5,27.2,1.1,33.0,85,999.4,20.72,72.02,160.83,8.77,3.99,42.71,73.71
2023-08-02,30.6,27.3,1.4,35.0,83,999.4,21.21,68.73,157.08,7.54,3.72,48.79,72.29
2023-08-03,30.5,27.1,0.8,28.7,82,998.8,23.95,91.37,156.79,7.53,4.06,51.21,74.33
2023-08-04,30.5,26.9,0.9,26.5,83,1000.2,26.75,109.07,159.62,8.53,4.5,50.96,82.88
2023-08-05,30.5,26.7,0.9,29.7,82,1002.7,23.23,108.26,151.21,7.2,4.24,55.08,79.46
2023-08-06,30.0,26.7,0.7,37.4,80,1001.7,23.48,100.29,142.0,5.85,3.37,50.04,78.83
2023-08-07,30.0,26.7,1.7,39.3,80,999.1,26.54,101.76,145.5,5.8,3.07,48.79,78.88
2023-08-08,29.9,26.7,2.2,34.8,82,999.5,21.92,66.89,139.17,6.27,3.37,48.12,78.79
2023-08-09,30.1,26.6,0.8,35.8,82,1002.7,20.06,58.83,145.46,6.5,3.57,46.58,73.42
2023-08-10,30.0,26.4,1.6,36.8,82,1003.7,18.72,54.12,146.33,7.17,3.67,46.08,68.79
2023-08-11,29.8,26.2,1.3,33.6,82,1004.1,19.46,55.42,138.88,7.21,3.69,45.71,69.92
2023-08-12,29.5,26.1,0.8,38.8,81,1003.6,18.53,50.42,136.21,6.23,3.32,44.83,68.83
2023-08-13,29.6,26.2,0.6,37.1,81,1000.4,18.94,56.24,135.38,6.19,3.27,46.58,68.33
2023-08-14,30.4,26.1,0.0,30.9,84,1000.4,17.64,54.3,136.71,7.29,3.89,49.04,67.12
2023-08-15,29.6,26.0,0.5,24.8,84,1002.5,16.23,58.36,136.38,8.12,4.76,46.29,65.79
2023-08-16,29.7,25.8,0.0,28.7,81,1004.8,13.9,49.75,151.88,7.3,4.36,44.83,60.83
2023-08-17,29.7,25.5,0.2,37.9,77,1005.2,13.76,34.03,140.58,5.88,3.21,39.79,59.04
2023-08-18,30.3,25.2,0.0,35.8,76,1004.1,16.26,43.91,138.54,5.75,3.11,42.75,61.04
2023-08-19,30.0,25.2,0.1,29.9,79,1003.8,15.69,59.08,132.25,6.35,3.51,49.21,62.62
2023-08-20,30.5,24.9,0.0,27.1,79,1004.1,15.33,63.87,125.92,7.32,4.0,47.0,62.83
2023-08-21,30.1,25.5,0.0,32.1,80,1003.8,14.48,53.24,127.79,6.47,3.68,44.71,61.0
2023-08-22,29.7,25.4,0.6,33.6,80,1003.0,14.62,40.81,128.08,6.37,3.51,41.71,60.0
2023-08-23,28.8,25.4,1.9,35.1,81,1001.0,15.87,40.0,142.08,7.02,3.3,38.5,61.96
2023-08-24,28.9,25.5,2.0,33.9,85,999.0,16.65,42.46,145.5,7.63,3.52,39.96,63.08
2023-08-25,28.8,25.5,2.1,30.7,84,999.4,17.98,48.27,133.29,8.36,3.95,43.29,67.04
2023-08-26,28.9,25.2,2.4,30.1,85,1001.7,16.38,46.26,127.54,7.82,4.04,40.88,64.75
2023-08-27,29.2,25.5,1.0,30.4,83,1003.5,15.59,39.98,133.83,7.93,4.04,39.83,63.54
2023-08-28,29.3,25.3,1.1,33.9,83,1002.5,18.82,51.02,138.67,6.92,3.55,44.79,64.5
2023-08-29,29.4,25.5,0.7,29.6,84,1003.3,16.45,42.47,148.38,7.95,4.08,43.21,68.04
2023-08-30,29.7,25.3,0.5,21.7,82,1006.0,15.72,54.52,148.71,8.7,4.89,46.92,63.29
2023-08-31,30.0,25.2,0.2,22.9,81,1006.6,16.93,72.08,140.46,8.9,5.17,45.62,62.58
2023-09-01,29.4,24.4,0.0,18.4,81,1006.9,17.98,78.89,163.33,11.12,5.88,45.92,66.58
2023-09-02,30.3,24.8,0.0,24.0,76,1006.5,18.43,77.61,149.96,8.77,4.95,49.46,67.12
2023-09-03,30.0,25.3,0.9,27.1,76,1005.0,19.41,61.9,147.71,7.49,4.22,46.79,68.79
2023-09-04,30.3,25.6,0.1,29.2,76,1003.8,21.73,62.98,153.08,7.85,3.91,45.54,71.46
2023-09-05,30.0,25.7,0.5,24.2,78,1003.9,20.55,60.75,165.0,9.44,4.78,46.5,73.12
2023-09-06,31.3,25.3,0.0,22.0,80,1004.9,23.48,76.98,183.88,11.87,5.97,51.75,75.54
2023-09-07,32.0,25.7,0.0,25.9,80,1004.7,20.19,66.26,153.96,9.38,4.59,50.5,73.25
2023-09-08,31.6,25.9,0.0,30.8,81,1004.2,21.32,64.86,157.42,8.2,4.08,50.12,73.0
2023-09-09,31.2,26.1,0.0,30.6,79,1003.3,16.11,49.36,154.92,7.73,3.91,46.96,68.58
2023-09-10,31.2,25.9,0.0,32.4,80,1002.1,14.17,32.78,152.17,7.34,3.77,48.42,60.46
2023-09-11,31.1,26.2,0.0,35.7,78,1002.6,16.07,37.2,130.08,6.79,3.61,49.83,61.96
2023-09-12,30.9,26.2,0.0,31.8,76,1003.1,16.15,35.73,119.17,6.5,3.56,50.75,64.42
2023-09-13,30.8,26.0,0.4,28.7,78,1002.6,16.12,35.73,134.79,7.33,3.88,48.75,61.88
2023-09-14,30.3,25.7,0.1,22.3,81,1003.5,17.64,40.99,156.62,9.05,4.88,43.12,65.25
2023-09-15,30.7,25.5,0.0,21.4,81,1004.3,17.35,43.26,167.33,10.67,5.88,43.67,67.75
2023-09-16,31.2,26.3,0.3,22.6,79,1003.4,16.1,37.79,145.21,8.41,4.83,44.25,61.88
2023-09-17,32.2,26.7,0.0,29.1,79,1001.2,20.6,58.72,157.96,9.4,5.14,48.88,68.62
2023-09-18,33.1,26.5,0.0,32.0,80,1000.5,19.65,74.4,184.75,11.25,5.38,51.29,70.58
2023-09-19,34.9,26.7,0.0,27.2,77,1002.5,22.37,72.52,249.08,15.75,6.16,55.62,70.33
2023-09-20,34.1,26.8,12.0,24.0,81,1003.0,24.09,65.77,309.04,21.72,6.51,42.92,79.33
2023-09-21,34.0,26.9,3.5,21.0,80,1003.0,19.9,44.43,330.33,20.6,10.15,73.04,77.92
2023-09-22,30.9,26.0,0.0,19.4,85,1003.9,24.57,73.59,298.58,21.63,10.05,57.17,77.17
2023-09-23,31.9,26.9,0.0,22.5,83,1004.9,24.87,92.4,199.67,13.54,6.28,52.33,76.83
2023-09-24,31.1,26.8,0.0,24.9,77,1005.3,42.2,196.78,185.38,10.15,4.8,58.92,92.75
2023-09-25,31.1,25.5,0.0,20.7,75,1004.5,70.68,294.48,232.17,13.58,5.69,65.29,147.04
2023-09-26,30.8,22.5,0.0,19.4,76,1006.3,61.63,229.88,496.54,29.62,11.84,68.25,171.92
2023-09-27,34.1,24.6,0.0,24.5,74,1006.9,37.12,139.08,298.54,20.64,10.27,72.71,120.38
2023-09-28,36.4,25.5,0.0,21.4,70,1006.1,29.94,86.17,278.04,19.07,6.95,63.33,98.33
2023-09-29,35.1,25.0,0.0,20.4,78,1005.6,29.25,104.3,252.83,15.31,6.13,68.29,88.17
2023-09-30,39.5,24.4,0.0,26.7,58,1005.8,40.12,155.32,373.62,24.17,8.76,74.71,98.79
2023-10-01,36.9,23.2,0.0,22.4,44,1005.5,41.45,131.0,441.29,24.7,13.98,96.83,125.5
2023-10-02,34.8,23.2,0.0,24.3,67,1006.3,25.02,79.11,336.71,22.28,7.72,74.5,93.08
2023-10-03,31.8,25.0,0.0,25.0,84,1007.8,19.55,56.55,238.0,16.39,6.4,57.67,73.75
2023-10-04,32.0,25.9,0.0,23.4,81,1008.5,21.97,60.17,220.04,14.25,6.0,62.0,71.79
2023-10-05,31.7,26.1,0.0,24.5,77,1008.0,23.82,66.71,205.42,10.2,5.46,73.29,75.25
2023-10-06,31.5,26.9,0.0,26.9,73,1006.9,26.86,73.56,194.96,8.45,4.43,70.04,81.38
2023-10-07,30.7,27.4,0.3,26.5,74,1007.5,25.03,67.6,194.83,9.14,4.16,65.38,83.33
2023-10-08,31.6,27.1,0.9,27.2,77,1009.1,28.96,110.63,187.08,9.45,4.26,61.75,81.96
2023-10-09,32.1,27.2,0.0,30.6,78,1010.0,26.4,99.9,172.58,8.05,3.82,62.75,86.58
2023-10-10,32.0,26.8,0.0,29.6,77,1009.7,21.95,83.3,185.88,9.38,4.13,59.71,78.46
2023-10-11,32.3,26.2,0.0,22.1,79,1010.7,17.59,55.44,225.25,13.15,5.88,56.21,70.83
2023-10-12,31.9,25.9,0.0,22.2,78,1011.3,18.84,58.86,221.29,12.79,6.04,55.58,66.58
2023-10-13,31.9,25.8,0.0,21.2,75,1012.1,19.81,61.63,219.88,13.0,5.91,56.21,70.29
2023-10-14,31.5,25.3,0.0,24.5,73,1011.5,20.95,58.86,196.54,11.53,4.87,55.17,70.92
2023-10-15,31.8,27.0,0.3,26.2,71,1009.7,29.35,102.73,181.62,10.04,4.08,54.0,78.04
2023-10-16,31.1,23.6,1.2,29.7,75,1009.7,25.62,71.16,181.21,9.63,3.85,58.25,88.88
2023-10-17,31.0,24.8,0.9,24.3,76,1011.3,21.38,60.79,213.67,12.18,4.69,60.12,75.25
2023-10-18,34.5,24.5,0.0,21.3,67,1014.3,33.59,68.08,511.83,32.62,12.52,65.54,82.33
2023-10-19,32.2,23.8,0.0,20.8,69,1013.7,43.59,89.59,661.38,40.05,12.13,76.71,115.29
2023-10-20,32.1,25.1,0.0,19.4,78,1013.2,27.92,60.5,331.62,18.93,7.36,66.58,100.75
2023-10-21,34.3,24.7,0.0,17.1,75,1013.4,28.95,65.25,429.33,28.09,10.41,61.58,84.46
2023-10-22,32.6,24.5,0.0,21.2,80,1013.9,27.88,73.13,397.75,27.01,7.52,50.0,87.5
2023-10-23,33.9,24.3,0.0,18.9,79,1013.2,30.42,65.45,445.42,28.85,10.16,62.75,87.71
2023-10-24,33.9,23.5,0.0,19.2,77,1012.2,31.77,64.94,412.42,26.41,9.75,61.88,93.21
2023-10-25,34.6,24.4,0.0,18.5,76,1013.7,29.04,61.23,437.71,25.7,7.65,57.67,90.88
2023-10-26,34.0,24.6,0.0,21.7,75,1013.7,28.3,58.56,407.21,25.28,7.45,57.62,86.62
2023-10-27,32.3,24.8,0.0,21.3,77,1011.6,30.85,59.33,324.04,19.55,5.97,63.79,87.79
2023-10-28,34.1,25.4,0.6,21.6,74,1011.5,29.78,63.75,339.04,21.97,8.97,69.12,91.12
2023-10-29,33.8,23.1,0.0,18.0,75,1012.3,28.27,58.82,439.54,30.61,11.46,70.5,91.54
2023-10-30,35.0,23.0,0.0,18.0,64,1012.4,23.33,44.62,393.75,24.68,9.17,81.46,87.33
2023-10-31,36.6,22.9,0.0,18.4,38,1012.5,26.11,47.15,460.75,30.71,12.48,82.71,80.17
2023-11-01,35.7,23.7,0.0,19.8,30,1013.2,32.72,57.13,565.21,35.33,13.4,84.0,88.5
2023-11-02,35.4,23.5,0.0,25.5,36,1012.8,40.74,71.03,609.12,30.41,15.35,101.54,117.54
2023-11-03,34.8,24.3,0.0,25.6,58,1010.9,36.45,67.07,427.17,23.35,7.1,86.33,106.75
2023-11-04,32.1,24.6,0.0,21.6,76,1010.4,38.43,68.4,415.62,23.35,6.79,76.83,101.75
2023-11-05,34.8,23.8,0.0,15.6,72,1012.1,33.06,60.2,500.25,28.53,8.12,74.67,104.25
2023-11-06,35.0,22.3,0.0,17.9,58,1012.7,37.91,71.38,505.38,23.9,12.43,91.29,95.71
2023-11-07,34.1,23.1,0.0,18.0,44,1012.8,49.98,86.45,780.08,41.92,16.61,76.17,118.17
2023-11-08,32.5,22.5,0.0,16.0,49,1012.6,61.16,104.61,885.29,44.7,18.9,65.04,152.83
2023-11-09,33.4,22.3,0.0,23.5,62,1012.7,56.4,98.09,616.04,26.75,13.0,101.38,151.92
2023-11-10,34.7,22.2,0.0,16.8,51,1013.8,29.04,62.96,495.33,29.78,10.03,68.92,121.17
2023-11-11,33.4,18.8,0.0,17.3,35,1016.7,22.15,34.95,451.29,24.27,13.21,72.0,78.42
2023-11-12,31.7,18.8,0.0,19.1,44,1016.9,26.86,41.11,579.54,30.55,22.5,81.12,81.83
2023-11-13,30.3,18.8,0.0,16.3,57,1015.7,34.1,54.05,772.92,43.8,20.55,73.67,97.25
2023-11-14,31.9,19.8,0.0,21.5,42,1015.5,27.18,41.99,570.58,32.09,16.86,66.17,93.0
2023-11-15,31.3,20.4,0.0,25.3,35,1015.8,36.4,53.74,451.29,15.21,13.86,102.75,84.12
2023-11-16,31.4,19.6,0.0,19.2,33,1015.9,49.02,72.93,529.96,18.0,17.15,103.21,122.33
2023-11-17,30.1,20.3,0.0,26.0,33,1015.9,40.78,60.6,499.04,18.29,14.24,96.62,127.62
2023-11-18,30.1,19.2,0.0,17.9,31,1014.6,75.43,114.8,733.58,29.18,17.75,94.25,132.79
2023-11-19,31.3,18.0,0.0,14.5,36,1014.8,97.74,150.24,738.33,25.02,17.93,96.5,175.5
2023-11-20,31.6,19.7,0.0,25.6,35,1015.4,87.15,131.47,663.75,14.97,15.22,120.88,180.08
2023-11-21,31.7,20.9,0.0,24.9,33,1015.2,74.01,110.37,645.71,14.71,18.09,119.96,166.67
2023-11-22,29.9,17.7,0.0,19.5,45,1013.9,63.8,96.88,685.79,24.22,18.52,105.67,158.92
2023-11-23,31.7,22.3,0.0,17.6,66,1010.7,46.94,89.45,698.5,31.05,20.68,107.46,150.29
2023-11-24,31.6,19.6,0.0,23.2,61,1012.0,46.2,83.17,699.21,26.22,19.6,85.58,124.0
2023-11-25,31.8,22.5,0.0,29.3,38,1012.8,55.91,84.08,588.21,11.87,16.79,112.17,142.71
2023-11-26,26.6,18.2,3.8,33.2,59,1013.8,55.86,85.81,449.75,15.07,11.55,99.71,151.88
