Date,Max Temperature,Min Temperature,Rain,Wind Speed,Humidity,Pressure,PM2.5,PM10,CO,NO2,SO2,O3,AQI
2025-05-05,33.0,26.4,0.0,13.4,69,1001.9,25.97,69.09,525.5,17.51,14.52,84.38,71.96
2025-05-06,32.8,27.2,0.0,13.0,75,1003.6,36.07,93.62,492.62,25.56,21.88,83.17,101.58
2025-05-07,33.5,27.3,0.0,14.9,76,1002.7,21.89,53.84,397.12,15.64,21.22,74.67,89.83
2025-05-08,32.2,27.2,0.0,12.1,76,1003.6,21.32,47.05,313.54,19.0,17.21,53.79,74.38
2025-05-09,32.4,27.3,0.0,13.6,72,1005.8,28.43,70.41,341.0,16.47,18.02,63.17,79.58
2025-05-10,34.0,27.0,0.0,17.2,70,1006.3,29.58,69.45,275.83,13.6,16.88,70.54,87.42
2025-05-11,32.5,27.3,0.0,18.0,76,1005.2,33.91,77.57,259.29,10.46,13.25,77.08,89.58
2025-05-12,32.1,27.4,0.1,18.5,76,1003.7,30.67,75.21,240.25,9.25,12.08,86.67,102.71
2025-05-13,32.7,26.8,0.0,17.3,77,1003.7,19.65,37.44,244.75,9.69,12.2,85.42,75.58
2025-05-14,34.5,27.3,0.0,15.5,76,1003.5,22.5,45.26,294.33,12.63,13.3,83.0,72.46
2025-05-15,33.7,27.6,0.0,16.2,76,1003.4,21.75,44.94,314.83,15.57,13.67,80.67,75.96
2025-05-16,32.8,27.8,0.0,14.9,79,1002.9,19.52,37.32,289.0,14.47,12.35,72.83,72.5
2025-05-17,32.5,28.1,0.0,16.2,75,1002.7,18.41,37.87,250.21,12.54,13.1,66.04,68.71
2025-05-18,32.8,28.1,0.0,15.4,73,1003.1,16.88,33.74,256.08,11.81,14.39,62.08,67.25
2025-05-19,32.7,27.9,0.0,16.7,73,1002.8,18.47,40.05,222.62,11.39,13.0,58.12,64.83
2025-05-20,33.3,28.2,0.0,17.2,71,1002.2,23.05,69.88,208.42,8.48,12.09,62.62,72.33
2025-05-21,32.9,28.1,0.0,16.3,73,1002.0,27.41,105.1,218.96,8.91,13.27,70.21,79.5
2025-05-22,32.5,27.9,0.2,17.3,75,1001.0,22.94,83.23,221.79,10.11,12.89,65.29,82.67
2025-05-23,33.8,27.7,0.0,17.1,74,998.7,18.75,54.18,211.67,10.46,11.43,64.83,72.17
2025-05-24,33.2,28.5,0.0,18.3,73,998.4,21.72,57.25,209.12,8.74,11.54,67.71,69.29
2025-05-25,33.9,28.8,0.0,17.7,75,999.7,27.67,68.56,213.08,8.67,11.59,67.08,79.75
2025-05-26,35.5,28.8,0.0,17.2,74,1000.5,28.4,62.32,222.38,10.03,12.16,67.33,86.75
2025-05-27,34.0,28.6,0.0,19.1,75,998.7,22.86,47.43,211.83,8.29,10.67,66.54,81.38
2025-05-28,34.5,28.5,0.0,17.7,79,997.5,26.78,67.38,275.08,11.33,12.91,75.5,79.21
2025-05-29,36.8,28.2,0.0,21.6,66,995.6,33.96,126.79,386.5,12.83,12.76,94.67,90.04
2025-05-30,38.3,29.8,0.0,24.7,59,994.8,38.18,149.12,256.92,9.08,7.7,97.96,104.58
2025-05-31,36.3,28.6,0.0,21.2,73,997.2,35.0,136.88,234.42,7.06,8.34,87.79,101.67
2025-06-01,37.7,28.7,0.0,19.8,65,997.3,36.33,141.97,289.38,9.58,9.35,83.0,98.42
2025-06-02,33.8,28.6,0.0,18.5,75,996.6,43.34,188.16,253.58,8.98,10.19,82.92,110.67
2025-06-03,32.2,28.0,0.0,18.4,79,998.4,29.61,90.02,245.88,8.17,9.28,82.83,107.0
2025-06-04,32.6,28.0,0.1,18.9,74,1001.1,29.2,84.2,217.62,8.67,11.15,77.0,92.08
2025-06-05,32.7,28.3,0.0,15.4,70,1005.1,24.42,72.9,211.5,8.99,11.85,67.17,81.71
2025-06-06,33.2,28.4,0.0,17.9,68,1007.1,25.39,65.81,197.25,8.58,11.83,68.88,80.46
2025-06-07,32.6,27.9,0.0,20.6,71,1006.5,24.31,67.27,187.38,7.9,10.4,70.29,80.46
2025-06-08,32.5,28.1,0.0,20.1,71,1005.9,21.95,53.3,194.0,7.71,10.5,75.75,75.5
2025-06-09,32.4,28.1,0.0,20.8,70,1005.0,22.55,50.15,191.08,8.1,10.44,71.12,76.42
2025-06-10,33.1,28.4,0.0,21.7,68,1002.9,20.77,48.19,196.46,7.07,9.78,71.29,72.38
2025-06-11,32.9,28.5,0.0,20.9,71,1001.9,21.54,48.08,199.83,7.54,10.5,70.04,73.5
2025-06-12,33.0,28.5,0.0,20.0,77,1000.4,17.56,35.6,197.12,8.1,10.93,67.62,71.58
2025-06-13,35.4,28.2,0.0,19.1,80,998.7,20.16,52.88,242.12,10.7,12.42,71.62,66.08
2025-06-14,32.8,28.4,0.0,15.0,82,996.9,31.06,105.7,308.83,13.82,14.58,77.12,79.71
2025-06-15,33.4,27.8,0.0,13.0,80,995.7,34.05,126.36,339.33,15.81,14.83,70.83,95.79
2025-06-16,38.0,28.9,2.4,15.8,74,995.5,40.55,117.1,339.5,27.65,27.73,74.92,106.46
2025-06-17,36.1,29.1,0.0,16.4,75,996.4,33.02,100.62,289.46,16.29,14.99,70.88,107.04
2025-06-18,33.5,28.3,0.2,22.0,77,997.6,22.0,47.86,214.46,7.27,10.43,73.21,83.54
2025-06-19,32.4,28.8,0.4,26.8,76,996.3,20.36,48.4,197.92,6.08,8.15,65.62,72.96
2025-06-20,31.5,28.7,3.4,23.6,82,997.1,21.16,50.96,224.67,7.51,8.61,63.33,70.96
2025-06-21,31.8,28.7,4.0,22.3,83,998.5,20.05,43.6,226.25,8.36,9.97,61.92,72.79
2025-06-22,32.1,28.7,1.1,19.2,81,997.3,23.13,57.23,245.12,10.46,11.76,64.92,73.29
2025-06-23,32.5,28.5,0.7,18.1,80,995.9,26.6,64.38,241.33,11.01,13.11,66.0,78.5
2025-06-24,32.8,28.3,0.4,17.2,79,994.7,30.31,85.3,260.92,10.98,14.11,68.25,88.25
2025-06-25,32.2,28.4,0.0,13.9,79,995.3,32.25,83.03,367.21,16.3,17.13,66.17,92.71
2025-06-26,34.2,28.6,0.0,12.6,77,996.9,30.06,96.23,409.62,17.1,18.09,56.25,92.83
2025-06-27,35.9,27.0,17.1,12.5,82,996.8,34.28,71.84,502.04,26.82,20.94,69.58,89.58
2025-06-28,29.6,26.7,36.2,16.5,89,996.4,23.02,46.75,436.83,16.85,14.38,79.58,89.12
2025-06-29,30.3,27.2,1.5,17.1,84,995.8,15.12,26.43,332.54,16.44,14.92,67.67,71.33
2025-06-30,31.6,28.3,1.1,22.1,82,996.2,24.41,61.58,257.33,12.25,11.01,57.12,69.46
2025-07-01,32.0,28.2,0.8,18.3,82,997.3,23.42,56.77,246.5,10.93,10.82,53.88,76.67
2025-07-02,31.6,27.9,1.2,16.8,81,997.2,23.07,68.82,250.08,11.52,11.95,53.46,76.08
2025-07-03,32.5,28.1,0.4,13.5,80,997.2,27.69,84.24,322.25,16.37,16.46,48.79,81.17
2025-07-04,33.1,28.7,0.2,15.1,78,997.9,29.06,84.58,286.54,16.55,15.9,50.62,85.79
2025-07-05,33.8,28.7,0.5,16.6,76,997.3,33.28,93.98,242.29,11.2,12.74,68.17,92.96
2025-07-06,32.4,28.7,0.8,17.8,76,996.3,27.99,77.71,228.54,11.66,12.56,69.58,90.0
2025-07-07,33.1,28.6,0.0,13.5,76,996.4,33.83,92.67,313.79,19.41,19.6,60.5,92.12
2025-07-08,33.7,28.6,0.2,17.0,74,997.8,34.8,100.05,312.83,16.55,17.96,70.5,96.04
2025-07-09,32.7,28.3,0.6,14.7,78,998.0,32.6,91.85,265.25,15.47,15.38,58.5,97.92
2025-07-10,32.3,28.4,0.5,13.5,77,998.8,32.38,99.4,270.42,16.2,14.89,53.83,93.33
2025-07-11,32.8,28.3,0.2,16.0,76,1000.2,27.99,76.97,259.04,15.39,15.21,52.5,92.58
2025-07-12,32.1,28.4,0.1,16.1,74,1001.5,25.47,73.87,233.08,12.76,12.85,55.46,82.62
2025-07-13,32.2,28.2,0.6,17.7,75,1001.0,24.62,79.76,223.62,9.77,11.3,60.5,79.17
2025-07-14,32.3,28.0,0.7,18.2,78,999.0,25.21,85.37,220.0,9.04,11.22,64.67,80.12
2025-07-15,32.2,27.8,0.0,15.8,74,998.8,29.29,82.06,234.17,11.59,13.3,59.92,83.92
2025-07-16,32.1,27.7,0.1,16.6,73,999.3,27.86,74.47,242.88,11.62,12.48,56.38,88.0
2025-07-17,31.7,28.1,1.1,16.5,76,1000.4,28.16,76.38,254.88,11.32,13.84,54.92,87.5
2025-07-18,33.2,28.1,0.0,14.7,69,1001.0,26.01,68.88,248.54,10.56,14.49,56.12,83.0
2025-07-19,33.0,28.2,0.5,18.3,73,997.9,25.04,66.15,206.92,8.57,12.65,56.83,80.75
2025-07-20,32.1,28.0,0.0,15.4,76,996.6,25.32,65.23,250.62,10.9,13.91,50.92,80.67
2025-07-21,32.3,27.6,1.8,16.3,76,998.3,28.56,67.71,264.42,13.32,14.47,54.33,82.38
2025-07-22,32.6,28.4,0.4,17.8,75,999.2,27.45,66.3,232.04,10.64,11.88,56.5,87.67
2025-07-23,30.8,28.2,1.8,21.5,78,996.5,23.74,60.16,221.71,8.14,8.92,57.71,81.38
2025-07-24,32.1,27.7,1.8,16.6,77,995.3,25.89,63.45,246.29,9.09,10.71,60.67,78.42
2025-07-25,32.1,27.6,0.6,16.0,77,995.9,24.27,65.19,249.62,10.27,11.83,60.38,81.33
2025-07-26,32.0,27.6,1.0,18.9,76,996.7,26.39,72.4,233.21,9.46,11.4,64.0,80.12
2025-07-27,31.5,27.8,0.6,19.4,75,997.1,26.16,67.95,222.96,9.3,11.33,63.25,84.46
2025-07-28,31.4,27.9,0.2,21.1,75,997.6,22.39,68.55,218.33,7.97,9.74,61.0,78.25
2025-07-29,31.4,27.8,0.3,24.2,76,997.8,20.34,53.97,202.21,7.17,8.36,59.38,73.21
2025-07-30,31.1,27.4,1.5,21.1,79,996.7,24.49,65.79,222.75,8.39,9.84,59.17,74.21
2025-07-31,31.0,26.9,1.2,15.1,80,998.0,26.92,74.75,252.25,11.12,12.06,56.25,82.42
2025-08-01,30.6,26.6,2.1,19.3,80,1000.2,23.21,59.18,244.04,11.01,11.12,52.96,79.79
2025-08-02,29.9,26.5,2.1,19.6,81,1001.0,21.65,62.0,230.83,11.82,10.67,50.67,76.25
2025-08-03,30.2,26.5,1.3,17.8,80,1001.8,20.68,60.43,233.46,9.7,10.93,57.5,72.92
2025-08-04,30.7,26.3,1.5,19.5,79,1003.2,18.12,49.77,218.04,10.08,10.35,55.33,69.04
2025-08-05,30.1,26.3,2.0,20.9,80,1002.6,19.23,47.27,223.38,9.68,9.23,53.04,67.75
2025-08-06,30.1,26.2,1.9,19.6,80,1003.0,20.94,50.06,246.96,9.4,9.97,53.5,70.88
2025-08-07,30.2,26.1,2.2,19.0,80,1003.4,21.57,50.68,251.0,10.83,11.08,52.71,73.58
2025-08-08,30.7,26.2,0.9,19.3,77,1003.8,18.65,42.59,223.04,8.71,9.75,53.67,71.71
2025-08-09,30.6,26.5,1.9,18.6,78,1005.3,17.29,39.27,212.12,8.82,10.09,50.25,65.92
2025-08-10,30.1,26.3,1.7,18.7,79,1004.4,19.41,43.31,214.25,8.88,10.34,50.21,67.29
2025-08-11,29.3,26.2,1.6,21.4,80,1003.7,19.39,46.84,223.33,8.91,9.24,45.71,70.0
2025-08-12,29.5,26.7,1.8,22.0,77,1001.6,18.74,39.62,223.96,8.51,8.94,46.38,68.46
2025-08-13,29.8,26.4,1.2,17.6,81,999.6,21.43,46.59,265.42,11.17,11.81,47.79,71.96
2025-08-14,30.6,26.7,0.1,13.7,82,1000.4,21.78,50.84,396.21,17.96,16.39,41.17,73.83
2025-08-15,32.7,27.2,0.3,13.4,77,1000.7,27.4,69.17,471.88,20.95,20.9,53.25,78.71
2025-08-16,32.9,27.1,0.0,14.6,78,999.4,27.88,64.26,323.17,21.21,21.79,61.46,85.58
2025-08-17,33.1,27.5,0.0,13.1,76,998.8,23.04,46.9,329.42,17.59,18.48,62.25,80.88
2025-08-18,35.4,27.8,7.4,12.7,78,999.7,25.5,40.17,470.46,21.62,19.54,72.0,82.88
2025-08-19,32.2,26.8,22.3,10.6,86,999.9,28.01,45.57,416.62,26.82,18.35,64.29,82.08
2025-08-20,33.0,26.3,26.8,12.2,87,998.4,29.11,35.73,1137.58,23.25,13.68,86.92,91.12
2025-08-21,31.6,26.3,40.2,11.3,90,1000.5,25.75,31.4,1403.33,33.17,19.0,54.12,88.62
2025-08-22,29.8,26.7,1.4,16.8,88,1000.7,24.77,32.25,359.25,26.22,17.61,67.46,82.54
2025-08-23,29.9,26.9,1.6,21.1,85,999.4,25.26,50.77,254.25,10.4,9.51,57.96,76.54
2025-08-24,30.1,26.9,2.1,22.6,87,1000.1,22.13,55.66,250.46,10.83,9.71,52.38,77.42
2025-08-25,29.9,26.5,0.7,15.4,87,1000.9,22.37,65.05,297.46,13.98,12.88,47.71,74.33
2025-08-26,30.0,26.3,0.1,13.2,85,1001.9,26.6,85.5,334.29,16.22,13.7,44.88,78.62
2025-08-27,30.3,26.2,0.1,13.0,85,1002.1,27.65,73.58,306.42,15.63,13.43,48.88,85.54
2025-08-28,30.9,26.0,0.1,14.7,84,1001.7,29.28,73.41,291.58,13.83,13.4,54.0,84.88
2025-08-29,29.8,25.9,0.1,15.0,85,1001.2,33.4,90.25,324.38,14.94,13.86,55.58,91.79
2025-08-30,30.9,26.1,0.0,13.6,83,1002.9,39.38,100.83,324.88,18.29,16.02,54.42,104.12
2025-08-31,30.8,26.4,0.0,18.3,80,1002.4,28.8,78.93,252.04,13.92,13.07,53.04,100.62
2025-09-01,30.7,26.4,0.8,19.5,78,999.9,22.87,54.77,222.04,10.73,9.93,54.71,79.5
2025-09-02,30.4,26.1,0.5,15.5,77,1000.5,25.94,54.75,253.79,12.41,11.56,55.08,78.5
2025-09-03,31.5,25.9,0.0,15.2,73,1002.5,31.43,65.41,271.25,17.04,14.16,51.71,87.83
2025-09-04,31.4,25.6,0.0,14.8,77,1003.7,26.9,63.97,254.71,15.2,14.52,54.79,89.04
2025-09-05,32.9,25.8,0.0,16.9,78,1003.6,25.99,54.36,254.17,12.86,13.12,61.21,80.92
2025-09-06,32.3,26.3,0.0,17.9,79,1003.2,27.07,54.93,229.33,13.07,11.93,56.33,84.25
2025-09-07,31.9,26.4,0.0,19.6,78,1001.9,23.17,44.36,231.83,12.15,11.5,55.25,79.58
2025-09-08,29.2,26.1,6.6,18.9,85,1001.0,25.78,50.06,315.79,18.34,13.17,46.46,80.21
2025-09-09,27.9,25.5,64.4,21.0,92,1002.6,21.21,35.51,313.83,25.48,13.0,38.46,80.54
2025-09-10,28.2,25.4,23.1,19.0,88,1005.6,18.32,35.38,381.79,21.6,11.86,34.88,65.17
2025-09-11,27.7,25.4,3.8,13.4,88,1006.0,17.2,32.97,398.5,19.62,13.13,35.58,71.0
2025-09-12,28.8,25.5,1.5,14.4,84,1006.8,14.37,26.41,330.42,16.41,12.27,36.17,60.58
2025-09-13,29.3,25.8,0.0,13.9,81,1007.4,13.7,23.47,310.21,16.32,12.85,37.79,60.17
2025-09-14,29.6,26.0,0.3,17.1,81,1007.1,12.5,21.54,248.25,12.08,10.93,41.88,57.29
2025-09-15,28.8,26.2,0.5,21.8,82,1005.3,13.61,25.16,236.67,9.78,9.01,41.33,57.29
2025-09-16,29.1,26.5,0.9,19.0,83,1003.8,16.93,36.78,264.5,11.98,9.68,39.58,60.67
2025-09-17,29.7,26.2,0.6,13.6,84,1004.7,22.88,60.03,353.21,16.94,13.99,40.79,70.54
2025-09-18,29.8,25.7,0.4,13.6,86,1005.0,27.03,77.6,344.58,19.72,14.39,44.42,79.58
2025-09-19,29.3,25.6,0.3,14.8,83,1006.2,28.47,91.0,316.5,19.39,13.78,40.75,86.71
2025-09-20,29.6,25.5,0.6,15.4,81,1006.5,26.5,77.69,301.79,20.0,13.17,36.5,85.42
2025-09-21,30.2,25.3,0.0,16.6,76,1006.2,24.22,70.12,262.25,17.14,12.56,39.92,81.58
2025-09-22,30.1,25.6,0.2,16.5,75,1006.6,20.03,48.96,239.96,12.82,11.24,47.5,75.08
2025-09-23,29.3,26.2,0.8,19.7,78,1006.3,18.2,38.54,231.54,12.25,10.86,47.58,67.08
2025-09-24,28.9,26.1,2.0,17.7,80,1004.3,21.94,50.92,271.08,14.51,11.3,42.62,71.46
2025-09-25,29.8,25.5,0.5,13.5,82,1004.3,25.35,56.82,339.92,18.24,14.26,42.67,76.71
2025-09-26,31.9,25.0,0.0,13.3,77,1006.2,29.85,58.49,404.62,23.87,17.53,48.17,87.29
2025-09-27,33.9,24.8,0.0,13.2,78,1007.6,22.29,35.62,323.83,22.17,17.24,53.92,81.79
2025-09-28,33.9,25.6,0.0,15.7,81,1005.2,24.85,43.01,271.33,17.69,14.64,59.96,74.5
2025-09-29,40.2,25.9,0.0,16.5,58,1000.7,31.88,47.02,556.29,25.82,14.38,77.71,90.04
2025-09-30,35.6,28.3,5.2,12.2,70,999.5,30.16,42.39,855.75,33.39,14.6,66.0,97.58
2025-10-01,33.5,26.7,0.3,13.7,70,1000.3,16.53,17.52,617.71,13.69,9.11,77.92,77.54
2025-10-02,34.1,27.2,0.3,16.1,66,1003.1,11.97,15.15,573.46,11.67,8.16,67.71,58.62
2025-10-03,31.5,26.8,2.2,18.7,74,1006.5,9.3,12.74,503.04,10.91,7.89,58.96,51.83
2025-10-04,31.4,25.5,6.7,15.1,81,1007.8,13.58,19.79,505.67,16.22,10.88,45.25,54.42
2025-10-05,31.4,26.5,2.0,18.1,78,1006.9,14.51,21.07,322.54,12.88,11.0,57.83,60.25
2025-10-06,31.8,27.2,0.0,21.9,68,1006.9,33.58,119.35,276.5,9.35,8.85,78.62,72.58
2025-10-07,32.6,26.3,0.1,17.8,62,1008.7,36.73,148.92,528.42,17.28,14.0,67.42,98.92
2025-10-08,32.1,23.8,0.2,13.4,68,1010.7,41.6,119.36,613.42,33.19,22.32,56.62,115.92
2025-10-09,32.4,23.7,0.0,13.5,66,1012.4,40.53,100.6,629.62,30.01,21.1,61.46,115.5
2025-10-10,31.7,24.1,0.2,12.5,65,1011.4,38.86,81.7,582.5,27.38,19.22,68.38,108.62
2025-10-11,31.5,23.7,0.5,10.9,65,1011.5,41.45,74.15,727.33,27.46,19.73,74.17,112.21
2025-10-12,33.1,23.6,0.0,11.0,58,1011.6,38.38,60.27,582.92,24.3,18.88,86.0,113.79
2025-10-13,32.5,23.2,0.0,13.0,62,1011.8,38.28,52.0,603.58,22.25,16.25,88.96,109.08
2025-10-14,33.5,23.5,0.0,13.6,62,1010.3,35.16,43.96,526.79,22.58,16.26,90.62,108.46
2025-10-15,34.3,23.6,0.0,15.7,54,1009.4,29.35,33.62,524.12,21.59,16.02,99.33,99.71
2025-10-16,34.8,24.2,0.0,13.1,42,1009.8,29.2,32.49,637.5,25.17,18.54,101.62,98.54
2025-10-17,35.2,23.9,0.0,14.1,39,1011.1,32.48,38.98,693.54,31.0,20.0,99.46,103.92
2025-10-18,35.2,23.3,0.0,14.8,55,1010.5,32.41,38.51,739.12,31.22,21.34,101.04,104.5
2025-10-19,35.3,24.1,0.0,13.5,51,1009.1,27.48,35.05,621.58,26.75,19.0,92.88,97.62
2025-10-20,36.1,24.4,0.0,14.8,43,1008.7,24.11,30.43,595.75,28.6,18.01,89.67,88.38
2025-10-21,36.0,23.8,0.0,11.2,39,1010.5,33.78,40.35,886.67,37.33,19.93,77.96,87.5
2025-10-22,36.5,26.1,0.0,13.1,29,1011.8,36.17,43.61,702.25,32.32,16.12,91.83,108.33
2025-10-23,36.1,24.4,0.0,12.7,33,1010.6,38.77,49.9,902.75,43.9,18.19,82.25,106.38
2025-10-24,36.1,24.2,0.0,11.4,32,1009.8,36.7,41.85,1223.25,52.96,21.52,75.67,111.38
2025-10-25,36.3,24.8,0.0,11.0,27,1008.5,27.22,31.0,1102.42,36.4,14.69,84.54,100.96
2025-10-26,35.7,24.8,0.0,17.3,24,1008.3,22.81,25.68,571.29,19.07,11.35,100.79,84.17
2025-10-27,35.2,26.3,0.0,21.7,24,1008.2,24.96,28.95,506.54,13.75,10.78,105.17,80.88
2025-10-28,33.6,25.5,0.0,22.8,33,1009.0,34.65,41.33,500.46,11.39,13.06,115.04,92.83
2025-10-29,32.9,24.9,0.0,22.5,36,1008.9,35.02,39.1,469.79,12.06,11.47,100.21,108.21
2025-10-30,33.4,25.1,0.0,20.3,36,1008.5,31.92,36.17,464.75,15.21,11.09,91.92,90.92
2025-10-31,33.9,25.3,0.0,12.5,35,1009.5,55.73,68.83,929.04,28.83,19.46,89.0,107.42
2025-11-01,33.0,23.3,0.0,10.6,39,1009.9,72.42,82.18,1176.83,50.03,24.84,68.67,160.83
2025-11-02,33.9,22.5,0.0,11.5,51,1010.3,54.9,61.38,963.5,43.22,26.95,70.54,157.58
2025-11-03,30.4,21.5,0.0,13.8,78,1009.2,33.17,56.49,710.79,23.44,14.12,60.38,115.67
2025-11-04,34.9,21.6,0.0,16.5,45,1008.7,28.04,45.04,452.88,22.22,12.62,69.42,89.38
2025-11-05,34.2,21.7,0.0,16.0,24,1010.5,31.83,44.78,984.67,35.86,13.62,65.5,84.12
2025-11-06,31.6,20.3,0.0,12.1,39,1012.5,52.15,67.57,1097.29,48.85,26.75,73.12,124.83
2025-11-07,31.7,19.1,0.0,12.1,51,1014.2,43.67,61.51,796.46,34.07,19.54,74.08,132.79
2025-11-08,28.6,18.4,0.0,12.8,67,1015.1,42.45,55.75,936.08,30.43,17.96,73.25,114.42
2025-11-09,27.8,19.3,0.0,10.3,69,1013.7,43.54,70.75,1460.04,38.69,22.98,51.33,124.54
2025-11-10,27.5,18.7,0.0,12.0,66,1012.7,35.01,48.02,1276.0,41.15,23.08,53.38,106.88
2025-11-11,27.4,19.3,0.0,10.9,69,1014.0,41.23,48.5,1232.25,47.51,30.45,55.96,110.38
2025-11-12,28.6,19.3,0.0,12.4,70,1015.6,31.22,37.9,819.25,39.43,25.24,65.46,102.04
2025-11-13,29.1,19.3,0.0,11.2,67,1016.5,27.47,38.18,778.92,29.78,25.4,79.12,91.21
2025-11-14,29.8,18.9,0.0,13.6,60,1015.8,27.65,34.76,808.12,33.6,23.96,68.92,88.75
2025-11-15,30.0,19.0,0.0,13.7,48,1016.4,29.57,34.16,875.08,40.05,25.22,64.83,87.79
2025-11-16,30.6,19.1,0.0,9.4,38,1018.3,30.93,31.5,1228.58,46.45,24.38,71.12,91.96
2025-11-17,29.3,18.1,0.0,10.0,40,1017.6,34.17,34.7,1008.71,48.02,33.01,79.75,104.58
2025-11-18,29.2,17.6,0.0,12.9,58,1015.7,41.91,44.12,781.0,42.6,32.35,78.58,112.33
2025-11-19,28.1,18.3,0.0,9.8,63,1014.9,41.47,44.09,810.96,40.73,30.62,73.75,117.92
2025-11-20,28.5,17.8,0.0,10.3,67,1015.8,35.57,36.73,801.42,31.76,30.13,84.17,111.17
2025-11-21,29.4,18.6,0.0,9.3,55,1016.8,40.09,40.99,956.54,41.77,33.31,72.08,105.79
2025-11-22,28.7,19.0,0.0,11.4,51,1016.0,55.26,59.16,1009.54,43.88,30.61,80.21,130.04
2025-11-23,27.8,18.3,0.0,9.7,53,1015.3,65.78,72.98,1134.46,48.75,33.47,68.58,155.08
2025-11-24,28.6,17.8,0.0,10.3,44,1016.1,48.92,51.74,1151.08,48.6,25.59,60.67,149.33
2025-11-25,28.6,17.2,0.0,12.2,32,1016.4,38.79,40.38,720.46,25.95,19.06,90.62,121.17
2025-11-26,28.3,19.1,0.0,11.6,31,1015.4,38.55,39.61,862.38,26.62,18.62,92.25,111.83
2025-11-27,28.0,18.3,0.0,15.9,28,1016.9,33.68,34.63,617.71,16.07,16.18,103.5,98.75
2025-11-28,27.5,18.0,0.0,13.4,29,1016.9,37.54,38.53,704.5,16.44,20.42,111.29,98.42
2025-11-29,27.6,17.4,0.0,12.0,32,1015.6,40.78,41.71,797.29,19.54,23.71,112.62,113.17
2025-11-30,28.1,16.0,0.0,11.2,36,1014.7,35.73,36.27,915.29,32.07,28.13,92.38,107.17
2025-12-01,27.2,16.0,0.0,10.6,48,1013.8,30.06,34.98,1097.62,42.71,23.47,54.92,97.25
2025-12-02,26.1,15.2,0.0,8.6,43,1014.0,40.03,49.65,1257.21,49.77,35.85,62.79,92.42
2025-12-03,27.5,15.9,0.0,12.3,27,1016.6,25.77,27.22,664.0,24.37,15.79,85.67,102.83
2025-12-04,27.9,17.5,0.0,11.9,27,1017.8,25.93,26.68,752.25,19.91,17.47,90.04,81.83
2025-12-05,28.3,15.2,0.0,9.8,33,1018.3,22.05,22.23,1134.67,27.53,18.36,78.38,77.75
2025-12-06,28.1,17.9,0.0,11.9,28,1018.3,25.0,25.2,720.29,21.17,14.9,80.75,74.54
2025-12-07,28.6,17.1,0.0,9.8,28,1017.9,45.61,45.93,928.08,33.7,22.01,70.75,105.17
2025-12-08,29.8,16.4,0.0,10.1,29,1018.3,29.93,30.24,931.71,31.89,16.76,71.25,110.75
2025-12-09,29.6,17.1,0.0,10.4,32,1017.7,27.79,29.22,1244.17,34.02,23.86,74.75,83.33
2025-12-10,28.3,14.3,0.0,9.8,43,1017.5,29.77,30.11,1229.42,49.18,32.23,56.33,90.29
2025-12-11,26.2,15.0,0.0,10.2,75,1016.3,25.58,28.98,1121.5,42.1,26.47,62.38,84.33
2025-12-12,25.4,15.2,0.0,11.1,80,1015.0,26.55,29.63,842.62,39.92,21.72,54.67,84.29
2025-12-13,26.6,16.6,0.0,10.1,73,1014.5,23.23,25.38,936.62,34.68,21.36,60.96,78.62
2025-12-14,26.6,16.2,0.0,9.9,63,1016.0,37.12,40.6,1077.88,47.24,31.77,56.29,82.67
2025-12-15,27.5,16.5,0.0,11.1,45,1016.9,57.43,61.25,924.29,28.72,20.38,85.96,139.17
2025-12-16,28.1,17.5,0.0,14.1,43,1015.9,50.3,52.82,957.17,13.92,20.05,107.38,140.67
2025-12-17,28.0,17.1,0.0,12.8,40,1016.6,50.11,52.27,1051.67,23.38,25.28,99.04,141.71
2025-12-18,27.6,16.2,0.0,9.7,45,1017.2,43.39,45.95,1180.12,40.09,32.29,82.92,114.25
2025-12-19,28.6,17.7,0.0,7.7,43,1015.2,49.46,51.73,1752.42,47.07,30.17,81.29,131.17
2025-12-20,27.6,19.0,0.0,8.5,48,1013.0,59.3,61.27,1492.62,54.96,34.95,72.75,150.54
2025-12-21,26.7,18.9,0.0,10.8,72,1014.0,33.99,44.04,952.71,32.95,19.48,58.71,132.88
2025-12-22,26.8,17.9,0.0,9.7,50,1015.4,35.3,46.13,787.5,35.92,20.67,64.79,81.58
2025-12-23,26.9,17.7,0.0,11.7,48,1016.3,53.18,57.99,800.96,22.47,22.96,91.38,142.29
2025-12-24,26.4,16.4,0.0,10.5,47,1015.9,38.01,44.76,861.88,34.44,21.7,72.08,108.83
2025-12-25,24.2,14.8,0.0,8.9,57,1015.1,44.02,47.16,972.83,46.88,36.74,61.92,121.04
2025-12-26,24.6,14.9,0.0,8.7,67,1014.9,39.87,42.45,964.46,38.34,32.72,63.71,113.12
2025-12-27,25.6,15.1,0.0,10.5,49,1015.3,49.38,51.54,954.75,55.16,32.5,69.42,122.38
2025-12-28,25.7,15.6,0.0,8.6,42,1015.4,41.17,41.77,974.79,49.14,33.56,70.46,121.67
2025-12-29,25.5,15.1,0.0,8.5,48,1014.9,46.64,47.6,1040.88,37.5,33.36,83.46,128.46
2025-12-30,24.4,16.2,0.3,12.1,68,1012.8,46.46,48.9,1119.88,27.98,20.53,75.75,127.0
